Country Code,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,9000R,9012R,0010R,1012R
HIC,2.1.2_SHARE.MODERNBIO,2.632386692,2.708889507,2.912761062,2.731741758,2.676611001,2.839505991,2.843464532,2.834071994,2.92380051,3.312586083,3.270207057,3.049857513,2.962767863,3.094234262,3.18024889,3.370762854,3.442307677,3.425418033,3.427025376,3.521070718,3.663588948,3.683183525,3.652829173,,,,
HIC,3.1.1_TRADBIO.CONSUM,329020.7079,317754.1363,299708.2386,247517.5762,233440.2031,201036.5587,197297.7112,184960.9843,166627.7107,189514.8853,168423.6134,164928.5291,152512.1833,159399.4335,149494.1021,132559.4943,137608.0727,135884.4813,134061.9248,124595.7307,126605.6467,124505.6295,136443.2302,,,,
HIC,2.1.1_SHARE.TRADBIO,0.234487384,0.225403159,0.215205432,0.175925558,0.167034413,0.142663923,0.137412101,0.129099127,0.116437533,0.129208369,0.111652525,0.10942621,0.101276911,0.10405113,0.096532998,0.085648786,0.088640999,0.086897884,0.086289786,0.083780786,0.081484545,0.081154203,0.089197363,,,,
HIC,11.1_THERMAL.EFFICIENCY,29.99477198,29.91782901,28.80604681,28.36830206,27.4465514,30.03989348,30.02677735,39.44269954,39.96533051,40.40169991,41.18885117,40.32820165,41.64687455,42.07708814,41.89929955,42.07770139,42.65719864,42.61837305,43.16053333,43.19740526,43.51427731,43.28631842,43.56647802,,,,
HIC,4.1.1_TOTAL.ELECTRICITY.OUTPUT,8725882.1,8871764.5,8885340.5,9025375,9161808,9392544.1,9621576.8,9729244.1,9954930.076,10170939.3,10579147.1,10490300.3,10779422.9,10914539.8,11184088.79,11467449.71,11580264.85,11806149.57,11866616.83,11460037.49,11977810.83,11911568.05,11936122.08,,,,
HIC,8.1.1_FINAL.ENERGY.CONSUMPTION,140339617.4,140997577.6,139293702.8,140717995.5,139783499.4,140944179.9,143609565.9,143298415.7,143133885.2,146704167.1,150877569.2,150752987.9,150621065.4,153225402.9,154895964.5,154804543.9,155276655.7,156408583.4,155398883.8,148751637.5,155409685.4,153454943,153002631.3,,,,
HIC,1.1_TOTAL.FINAL.ENERGY.CONSUM,140314886.9,140971465.2,139266112.5,140694495.5,139755753.5,140916186,143581030.8,143270515.6,143104810.3,146673847.3,150846220.1,150721229.3,150589291.5,153193371.1,154863213.1,154771014.3,155242013.9,156372600.2,155362449,148716355.3,155373814.7,153418584.8,152967784.4,,,,
HIC,6.1.1_PRIMARY.ENERGY.SUPPLY,224543987.4,226647885.1,225863803.8,227072752.1,226920849.1,230156110.1,236158395.5,236717333.3,237019304,241805128.5,247644646.2,247987532,249853051.8,253593866.8,258586220.7,259588142,261305518.8,262581767.5,261441878.2,250025256.1,261116146.1,257991180.3,257662336.7,,,,
HIC,12.1_TD.LOSSES,8.222734547,7.133501111,7.20984916,7.522030754,7.340039299,7.440497682,7.406353135,6.761522762,6.914844865,6.677869242,6.6029189,5.99395073,6.713377433,6.336713247,6.740057761,6.631137281,6.522551996,6.276489253,6.118647553,6.553399769,6.366055824,6.438883103,6.620823211,,,,
HIC,3.1.8_WASTE.CONSUM,66324.38614,72540.46029,77029.5823,79974.51606,81630.57543,91268.10379,97572.54058,101536.7145,109091.009,150757.7321,172022.0726,148428.7747,152668.6043,174083.2064,183563.7195,199181.8842,212148.2838,230024.3322,226219.1311,227978.8723,237317.681,235546.2399,246248.2474,,,,
