Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Central Europe and the Baltics,CEB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.558819137,0.345214342,0.352130184,0.346096547,0.385775768,0.498717456,0.133532313,0.129438135,1.310667968,1.128902385,0.396260142,0.267385712,0.220736058,0.140686097,0.195577782,0.196822861,0.129739873,0.131665104,0.051497668,0.047746082,0.081304061,0.052561017,0.049122734,0.056382707,0.138551123,0.174331583,0.373407614,0.297652968,0.210660123,0.176233589,0.271623678,0.322452211,0.308780819,0.249949265,0.224247978,0.197102815
Central Europe and the Baltics,CEB,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.022936415,0.013621573,0.004065046,0.018056836,0.017466285,0.025331413,0.020363177,1.229414859,1.250535846,1.186366255,0.645007504,0.499480658,0.307581651,0.30116761,0.217011867,0.152292285,0.160861382,0.144910296,0.061286408,0.051929859,0.156393198,0.246306459,0.16266114,0.151269093,0.114259397,0.132722663,0.160678436,0.121090872,0.142170578,0.160105934,0.068479249,0.118158299,0.196567264,0.157793413,0.148048487,0.11460938
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.067930874,0.059955174,0.053047329,0.065034302,0.091583746,0.139919069,0.044826149,0.954437875,0.741942788,1.144454751,0.498351097,0.219048801,0.206628697,0.191899497,0.155451349,0.141744535,0.177261468,0.138312561,0.025948977,0.110363677,0.258340208,0.177130719,0.166677539,0.162803147,0.180327312,0.221879445,0.21645363,0.167884837,0.190750043,0.114957269,0.155649988,0.205982652,0.205459731,0.191830812,0.16107596,0.076321495
Central Europe and the Baltics,CEB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.803969935,1.947750989,2.055640009,1.502305762,1.300775616,1.672587421,0.829614206,3.213582366,4.337655276,4.34070052,3.045706992,2.227808211,1.721742108,1.394427176,1.09566545,1.095579931,1.020311099,0.91440224,0.533282012,0.61271369,0.9572638,1.065703466,0.762340398,0.751055091,1.165571015,1.101551277,1.295212367,1.091916524,1.575234516,0.938635413,1.166945524,1.442248797,1.223211277,0.94618146,0.834886327,0.691356795
Caribbean small states,CSS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.148052121,-11.34729929,2.289773337,-3.863049081,-1.512627217,6.37024743,1.328511922,6.141011668
Caribbean small states,CSS,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54687308843,52965723857,46955544647,48030720189,46175269894,45476810194,48373795527,49016447168,52026552907
Caribbean small states,CSS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,10397881625,12306711873,14547968398,14214223941,13170715709,12837623397,11950966742,12616185549,13541356443,13585559106,14203104819,14211617592,14082221083,15212793608,15873837122,18230057753,20120231480,21871557379,24396216594,25380541225,26779653300,27572705537,29081919430,30644295161,33913240899,37143634253,40878872509,46108830559,52744233383,44212458045,48030720189,47984944618,47826108747,50429315872,50677116885,52795639868
Caribbean small states,CSS,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,6.876184699,8.447174625,11.55553604,0.026107879,10.59673363,11.74561548,9.153371191,5.651741924,6.360699597,9.471660091,7.853485179,7.740260682,10.87336531,11.22811376,11.24023095,9.692661043,13.66393551,12.81429518,14.74654577,17.2836094,17.23804601,12.38246205,,14.06226662,12.42846513,13.37463217,9.962381547,12.04066064,12.64560144,15.31397667,15.40654057,9.958622805,10.43492965,4.669395072,6.817983358,-0.694533635,,,,
Caribbean small states,CSS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,10.74669498,9.277331509,13.2541926,12.42240695,14.35970578,16.92226293,16.90388683,12.05646198,,13.77408706,12.15475058,13.11602507,9.720401055,11.82155005,12.44704744,15.12927118,15.23249163,9.795247139,10.28294296,4.505370364,6.66106916,-0.854404807,,,,
Caribbean small states,CSS,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,1.055279441,1.271930852,1.176901331,1.416784938,1.165624489,1.118960781,1.409815445,1.475500808,1.515589316,1.521382799,1.336293237,1.125693363,1.063543921,1.030729915,1.182202208,1.414809466,1.432476511,1.481967192,1.380929079,1.5963907,1.699892163,2.110227477,2.210286305,1.871357725,2.149872914,2.130541864,2.083950241,1.907766508,1.820670399,1.988399398,2.012905497,2.155117208,2.179014382,2.194673035,2.245520923,2.051956417,2.65116757,2.526389857,2.283588378,2.662622617,2.709099653,2.663643977,2.632757081,2.773435665,2.946678984,3.08561189
Caribbean small states,CSS,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,7.587701936,7.951083286,8.200864031,7.715757466,7.632724232,7.147970627,8.992891075,9.136981746,8.081109712,7.80188875,7.556982593,7.595936168,7.708036372,8.644412406,8.646730917,8.877684425,9.26805392,9.214356823,9.017983972,8.73111432,8.432378108,8.736879298,8.827119707,8.376435485,8.582798682,8.031555673,8.434016587,8.386791257,8.416416144,9.15426065,9.252510594,9.472809205,9.474920608,10.33875983,9.732633176,9.999253083,10.53988837,10.45412823,9.763599935,11.94736218,12.32370502,13.16356412,15.68761871,14.98527412,14.73228624,14.74005501
